case_id,transaction_id,customer_id,event_type,leakage_category,amount,amount_at_risk,timestamp,payment_method,payment_status,failure_reason,checkout_started,checkout_completed,subscription_status,mandate_status,invoice_status,invoice_due_date,days_overdue,retry_count,previous_attempt_count,customer_purchase_count,customer_success_rate,customer_lifetime_value,previous_payment_behavior,customer_opt_out,suspicious_flag,communication_allowed,historical_recovery_behavior,ground_truth_recoverable,ground_truth_recovery_outcome,amount_recovered,recovery_observed,recovery_reason,split
CASE00102,TXN000102,CUST00201,payment_success,successful,3327.31,0.0,2026-08-02 03:00:00,Card,success,,True,True,,,,,,0,0,19,0.886,15711.15,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00103,TXN000103,CUST00166,subscription_renewal_failed,failed_subscription,486.89,486.89,2026-07-06 07:00:00,Card,failed_recurring,bank decline,,,failed,failed,,,,1,3,5,0.681,14244.62,occasional_failure,False,False,True,usually_needs_reminder,False,not_recovered,0.0,True,no_recovery_within_window,test
CASE00104,TXN000104,CUST00016,payment_failed,failed_payment,1078.99,1078.99,2026-06-28 10:00:00,Card,failed,insufficient funds,True,True,,,,,,0,0,1,0.702,1724.25,new,False,False,True,new_customer,True,recovered,1078.99,True,retry_succeeded,validation
CASE00105,TXN000105,CUST00130,subscription_renewal_failed,failed_subscription,514.18,514.18,2026-06-24 07:00:00,UPI,failed_recurring,insufficient funds,,,failed,active_pending_retry,,,,1,1,22,0.783,56758.68,reliable,False,False,True,usually_recovers_via_retry,True,recovered,514.18,True,retry_succeeded,train
CASE00106,TXN000106,CUST00054,payment_success,successful,1064.7,0.0,2026-08-13 21:00:00,UPI,success,,True,True,,,,,,0,0,17,0.841,22975.6,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00107,TXN000107,CUST00045,payment_success,successful,2953.47,0.0,2026-07-28 18:00:00,UPI,success,,True,True,,,,,,0,0,17,0.929,99674.72,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00108,TXN000108,CUST00251,checkout_abandoned,checkout_abandonment,2915.4,2915.4,2026-07-01 11:00:00,Card,abandoned,,True,False,,,,,,0,2,20,0.787,28580.7,reliable,False,False,True,usually_recovers_via_retry,True,recovered,2915.4,True,paid_after_reminder_or_link,validation
CASE00109,TXN000109,CUST00043,invoice_overdue,overdue_receivable,3898.7,3898.7,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-04-16,126.0,0,0,15,0.95,23359.48,reliable,False,False,True,usually_recovers_via_retry,True,recovered,2369.53,True,paid_after_reminder_or_link,test
CASE00110,TXN000110,CUST00045,checkout_abandoned,checkout_abandonment,2939.99,2939.99,2026-06-13 00:00:00,UPI,abandoned,,True,False,,,,,,0,0,17,0.929,99674.72,reliable,False,False,True,usually_recovers_via_retry,True,recovered,2939.99,True,paid_after_reminder_or_link,train
CASE00111,TXN000111,CUST00216,payment_success,successful,2990.0,0.0,2026-06-11 14:00:00,Card,success,,True,True,,,,,,0,0,15,0.935,15546.34,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00112,TXN000112,CUST00197,checkout_abandoned,checkout_abandonment,2797.45,2797.45,2026-08-17 06:00:00,UPI,abandoned,,True,False,,,,,,0,1,24,0.962,42906.6,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00113,TXN000113,CUST00060,payment_success,successful,1378.28,0.0,2026-07-25 15:00:00,Netbanking,success,,True,True,,,,,,0,0,1,0.279,1861.37,new,False,False,True,new_customer,False,not_applicable,0.0,False,not_applicable,train
CASE00114,TXN000114,CUST00002,payment_success,successful,4416.49,0.0,2026-06-27 03:00:00,UPI,success,,True,True,,,,,,0,0,5,0.69,7848.41,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,train
CASE00115,TXN000115,CUST00082,checkout_abandoned,checkout_abandonment,1300.86,1300.86,2026-08-17 05:00:00,UPI,abandoned,,True,False,,,,,,0,0,6,0.833,7669.16,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,1300.86,True,paid_after_reminder_or_link,train
CASE00116,TXN000116,CUST00104,invoice_overdue,overdue_receivable,10831.62,10831.62,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-07-04,47.0,0,0,5,0.492,5330.11,frequent_failure,False,False,True,rarely_recovers,False,not_recovered,0.0,True,no_recovery_within_window,test
CASE00117,TXN000117,CUST00362,invoice_overdue,overdue_receivable,6961.91,6961.91,2026-08-20 00:00:00,Card,overdue,,,,,,overdue,2026-08-01,19.0,0,0,0,0.194,1336.16,new,False,False,True,new_customer,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00118,TXN000118,CUST00412,payment_success,successful,1821.51,0.0,2026-08-13 15:00:00,Netbanking,success,,True,True,,,,,,0,0,11,0.975,23850.28,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00119,TXN000119,CUST00181,checkout_abandoned,checkout_abandonment,4779.01,4779.01,2026-08-12 12:00:00,UPI,abandoned,,True,False,,,,,,0,0,30,0.852,123196.15,reliable,False,False,True,usually_recovers_via_retry,True,recovered,4779.01,True,paid_after_reminder_or_link,train
CASE00120,TXN000120,CUST00180,checkout_abandoned,checkout_abandonment,722.0,722.0,2026-07-19 16:00:00,Netbanking,abandoned,,True,False,,,,,,0,0,23,0.935,37529.74,reliable,False,False,True,usually_recovers_via_retry,True,recovered,722.0,True,paid_after_reminder_or_link,validation
CASE00121,TXN000121,CUST00327,subscription_renewal_failed,failed_subscription,1142.97,1142.97,2026-05-24 20:00:00,Card,failed_recurring,insufficient funds,,,failed,active_pending_retry,,,,0,0,23,0.818,172090.16,reliable,False,False,True,usually_recovers_via_retry,True,recovered,1142.97,True,retry_succeeded,train
CASE00122,TXN000122,CUST00288,payment_failed,failed_payment,444.76,444.76,2026-08-18 03:00:00,Card,failed,insufficient funds,True,True,,,,,,1,2,2,0.733,6937.21,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,444.76,True,retry_succeeded,train
CASE00123,TXN000123,CUST00080,subscription_renewal_failed,failed_subscription,394.99,394.99,2026-06-15 12:00:00,UPI,failed_recurring,UPI timeout,,,failed,failed,,,,0,1,17,0.852,19647.76,reliable,False,False,True,usually_recovers_via_retry,True,recovered,394.99,True,retry_succeeded,train
CASE00124,TXN000124,CUST00047,payment_success,successful,965.87,0.0,2026-05-23 02:00:00,Wallet,success,,True,True,,,,,,0,0,4,0.87,8398.31,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,train
CASE00125,TXN000125,CUST00195,payment_failed,failed_payment,4591.93,4591.93,2026-06-15 00:00:00,UPI,failed,insufficient funds,True,True,,,,,,1,2,0,0.641,741.88,new,False,False,True,new_customer,False,not_recovered,0.0,True,no_recovery_within_window,validation
CASE00126,TXN000126,CUST00252,checkout_abandoned,checkout_abandonment,2325.2,2325.2,2026-07-26 15:00:00,UPI,abandoned,,True,False,,,,,,0,0,27,0.88,125480.63,reliable,False,False,True,usually_recovers_via_retry,True,recovered,2325.2,True,paid_after_reminder_or_link,validation
CASE00127,TXN000127,CUST00061,payment_success,successful,847.72,0.0,2026-05-31 03:00:00,Card,success,,True,True,,,,,,0,0,16,0.956,48524.62,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,test
CASE00128,TXN000128,CUST00130,checkout_abandoned,checkout_abandonment,437.36,437.36,2026-08-07 16:00:00,EMI,abandoned,,True,False,,,,,,0,1,22,0.783,56758.68,reliable,False,False,True,usually_recovers_via_retry,True,recovered,437.36,True,paid_after_reminder_or_link,train
CASE00129,TXN000129,CUST00135,payment_success,successful,3151.53,0.0,2026-07-15 02:00:00,UPI,success,,True,True,,,,,,0,0,25,0.884,59352.95,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00130,TXN000130,CUST00116,invoice_overdue,overdue_receivable,8033.0,8033.0,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-08-03,17.0,0,0,21,0.926,90790.38,reliable,False,False,True,usually_recovers_via_retry,True,recovered,7877.28,True,paid_after_reminder_or_link,validation
CASE00131,TXN000131,CUST00208,payment_success,successful,723.92,0.0,2026-06-27 19:00:00,UPI,success,,True,True,,,,,,0,0,22,0.911,28097.27,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00132,TXN000132,CUST00300,payment_success,successful,2856.75,0.0,2026-07-17 22:00:00,UPI,success,,True,True,,,,,,0,0,16,0.959,32415.77,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,test
CASE00133,TXN000133,CUST00229,payment_success,successful,723.32,0.0,2026-07-25 12:00:00,Card,success,,True,True,,,,,,0,0,17,0.74,15911.75,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,test
CASE00134,TXN000134,CUST00087,payment_success,successful,4523.66,0.0,2026-07-03 08:00:00,Card,success,,True,True,,,,,,0,0,14,0.863,59196.49,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00135,TXN000135,CUST00045,checkout_abandoned,checkout_abandonment,19005.8,19005.8,2026-08-07 19:00:00,Card,abandoned,,True,False,,,,,,0,0,17,0.929,99674.72,reliable,False,False,True,usually_recovers_via_retry,True,recovered,19005.8,True,paid_after_reminder_or_link,train
CASE00136,TXN000136,CUST00371,payment_success,successful,3958.36,0.0,2026-05-24 22:00:00,UPI,success,,True,True,,,,,,0,0,19,0.886,26636.54,reliable,False,True,False,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00137,TXN000137,CUST00215,payment_success,successful,2271.5,0.0,2026-08-11 05:00:00,Card,success,,True,True,,,,,,0,0,22,0.836,43926.17,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00138,TXN000138,CUST00025,invoice_overdue,overdue_receivable,7422.76,7422.76,2026-08-20 00:00:00,Wallet,overdue,,,,,,overdue,2026-08-11,9.0,0,1,20,0.933,19585.24,reliable,False,False,True,usually_recovers_via_retry,True,recovered,5620.55,True,paid_after_reminder_or_link,train
CASE00139,TXN000139,CUST00114,payment_failed,failed_payment,1136.49,1136.49,2026-07-30 21:00:00,UPI,failed,UPI timeout,True,True,,,,,,0,1,15,0.89,26462.78,reliable,False,False,True,usually_recovers_via_retry,True,recovered,1136.49,True,retry_succeeded,train
CASE00140,TXN000140,CUST00365,payment_failed,failed_payment,4397.08,4397.08,2026-06-16 08:00:00,Wallet,failed,network failure,True,True,,,,,,0,0,15,0.879,21742.48,reliable,False,False,True,usually_recovers_via_retry,True,recovered,4397.08,True,retry_succeeded,train
CASE00141,TXN000141,CUST00344,subscription_renewal_failed,failed_subscription,868.17,868.17,2026-07-11 07:00:00,Netbanking,failed_recurring,insufficient funds,,,failed,failed,,,,0,1,20,0.817,39576.28,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,test
CASE00142,TXN000142,CUST00394,checkout_abandoned,checkout_abandonment,3086.92,3086.92,2026-08-15 09:00:00,Wallet,abandoned,,True,False,,,,,,0,0,21,0.889,26266.95,reliable,False,False,True,usually_recovers_via_retry,True,recovered,3086.92,True,paid_after_reminder_or_link,train
CASE00143,TXN000143,CUST00275,payment_failed,failed_payment,1380.32,1380.32,2026-07-09 12:00:00,Netbanking,failed,network failure,True,True,,,,,,0,0,20,0.868,37791.3,reliable,False,False,True,usually_recovers_via_retry,True,recovered,1380.32,True,retry_succeeded,train
CASE00144,TXN000144,CUST00187,payment_success,successful,983.9,0.0,2026-08-15 01:00:00,Wallet,success,,True,True,,,,,,0,0,4,0.728,11620.21,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,validation
CASE00145,TXN000145,CUST00189,payment_success,successful,4263.18,0.0,2026-07-26 08:00:00,Netbanking,success,,True,True,,,,,,0,0,18,0.943,44580.03,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00146,TXN000146,CUST00083,subscription_renewal_failed,failed_subscription,1014.04,1014.04,2026-06-02 18:00:00,Card,failed_recurring,insufficient funds,,,failed,failed,,,,1,1,29,0.751,72618.24,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00147,TXN000147,CUST00299,payment_failed,failed_payment,1517.41,1517.41,2026-05-29 07:00:00,UPI,failed,bank decline,True,True,,,,,,1,3,20,0.827,53733.0,reliable,False,False,True,usually_recovers_via_retry,True,recovered,1517.41,True,retry_succeeded,train
CASE00148,TXN000148,CUST00263,checkout_abandoned,checkout_abandonment,5897.69,5897.69,2026-07-27 18:00:00,Card,abandoned,,True,False,,,,,,0,1,6,0.81,12742.44,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,5897.69,True,paid_after_reminder_or_link,test
CASE00149,TXN000149,CUST00066,invoice_overdue,overdue_receivable,6400.35,6400.35,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-07-01,50.0,0,0,16,0.893,50435.87,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00150,TXN000150,CUST00399,payment_success,successful,1569.72,0.0,2026-07-03 10:00:00,Card,success,,True,True,,,,,,0,0,8,0.623,11102.05,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,train
CASE00151,TXN000151,CUST00163,payment_failed,failed_payment,325.6,325.6,2026-06-05 02:00:00,Netbanking,failed,network failure,True,True,,,,,,0,0,0,0.751,1756.7,new,False,False,True,new_customer,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00152,TXN000152,CUST00021,subscription_renewal_failed,failed_subscription,418.28,418.28,2026-08-16 01:00:00,UPI,failed_recurring,bank decline,,,failed,active_pending_retry,,,,0,1,23,0.981,59943.45,reliable,False,False,True,usually_recovers_via_retry,True,recovered,418.28,True,retry_succeeded,validation
CASE00153,TXN000153,CUST00145,checkout_abandoned,checkout_abandonment,1849.74,1849.74,2026-08-13 00:00:00,Card,abandoned,,True,False,,,,,,0,0,7,0.76,5582.92,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,1849.74,True,paid_after_reminder_or_link,test
CASE00154,TXN000154,CUST00392,payment_success,successful,765.03,0.0,2026-07-28 12:00:00,UPI,success,,True,True,,,,,,0,0,1,0.473,2165.54,new,False,False,True,new_customer,False,not_applicable,0.0,False,not_applicable,validation
CASE00155,TXN000155,CUST00412,subscription_renewal_failed,failed_subscription,890.63,890.63,2026-07-04 07:00:00,Netbanking,failed_recurring,network failure,,,failed,active_pending_retry,,,,1,2,11,0.975,23850.28,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00156,TXN000156,CUST00221,subscription_renewal_failed,failed_subscription,228.35,228.35,2026-06-29 12:00:00,Card,failed_recurring,bank decline,,,failed,failed,,,,0,1,7,0.786,6116.91,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,228.35,True,retry_succeeded,test
CASE00157,TXN000157,CUST00432,checkout_abandoned,checkout_abandonment,3755.25,3755.25,2026-07-05 15:00:00,UPI,abandoned,,True,False,,,,,,0,0,21,0.947,59271.92,reliable,False,False,True,usually_recovers_via_retry,True,recovered,3755.25,True,paid_after_reminder_or_link,train
CASE00158,TXN000158,CUST00394,payment_success,successful,175.32,0.0,2026-07-05 01:00:00,Card,success,,True,True,,,,,,0,0,21,0.889,26266.95,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00159,TXN000159,CUST00373,payment_success,successful,8091.8,0.0,2026-08-12 18:00:00,Card,success,,True,True,,,,,,0,0,5,0.797,4529.12,occasional_failure,False,False,True,usually_needs_reminder,False,not_applicable,0.0,False,not_applicable,test
CASE00160,TXN000160,CUST00387,payment_failed,failed_payment,1944.28,1944.28,2026-07-26 19:00:00,Wallet,failed,insufficient funds,True,True,,,,,,0,0,20,0.858,20044.47,reliable,False,False,True,usually_recovers_via_retry,False,not_recovered,0.0,True,no_recovery_within_window,train
CASE00161,TXN000161,CUST00169,checkout_abandoned,checkout_abandonment,5953.83,5953.83,2026-07-27 03:00:00,UPI,abandoned,,True,False,,,,,,0,2,4,0.728,7068.19,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,5953.83,True,paid_after_reminder_or_link,train
CASE00162,TXN000162,CUST00345,payment_success,successful,525.39,0.0,2026-05-23 01:00:00,UPI,success,,True,True,,,,,,0,0,16,0.989,21087.69,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00163,TXN000163,CUST00260,payment_success,successful,1605.74,0.0,2026-07-07 17:00:00,UPI,success,,True,True,,,,,,0,0,14,0.89,27974.34,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,train
CASE00164,TXN000164,CUST00330,invoice_overdue,overdue_receivable,4021.17,4021.17,2026-08-20 00:00:00,UPI,overdue,,,,,,overdue,2026-07-23,28.0,0,0,6,0.717,4720.2,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,3154.33,True,paid_after_reminder_or_link,train
CASE00165,TXN000165,CUST00078,payment_success,successful,1563.43,0.0,2026-05-26 10:00:00,Netbanking,success,,True,True,,,,,,0,0,19,0.858,59850.47,reliable,False,False,True,usually_recovers_via_retry,False,not_applicable,0.0,False,not_applicable,validation
CASE00166,TXN000166,CUST00335,payment_failed,failed_payment,1541.95,1541.95,2026-08-07 23:00:00,UPI,failed,UPI timeout,True,True,,,,,,0,3,0,0.483,944.54,new,False,False,True,new_customer,True,recovered,1541.95,True,retry_succeeded,validation
CASE00167,TXN000167,CUST00432,checkout_abandoned,checkout_abandonment,895.32,895.32,2026-06-25 17:00:00,Card,abandoned,,True,False,,,,,,0,0,21,0.947,59271.92,reliable,False,False,True,usually_recovers_via_retry,True,recovered,895.32,True,paid_after_reminder_or_link,train
CASE00168,TXN000168,CUST00134,checkout_abandoned,checkout_abandonment,397.77,397.77,2026-07-10 01:00:00,Card,abandoned,,True,False,,,,,,0,0,7,0.694,9321.28,occasional_failure,False,False,True,usually_needs_reminder,True,recovered,397.77,True,paid_after_reminder_or_link,validation
CASE00169,TXN000169,CUST00446,invoice_overdue,overdue_receivable,5395.51,5395.51,2026-08-20 00:00:00,Netbanking,overdue,,,,,,overdue,2026-07-22,29.0,0,0,25,0.925,28244.53,reliable,False,False,True,usually_recovers_via_retry,True,recovered,4153.54,True,paid_after_reminder_or_link,train
